date,rating,text,sentiment
02/08/2025,5,"Pelayanan bagus, banyak promo, tempat bagus...",positive
02/08/2025,5,Mantap pelayanannya puas,positive
02/08/2025,5,"pelayanan sangat baik, ramah dan tempatnya sangat nyaman. sangat direkomendasikan untuk beli di tiga putra kawi",positive
02/08/2025,5,Keren bagus cepat,positive
02/08/2025,5,pelayanannya sangat ramah sekalii,positive
02/08/2025,5,"Pelayanan ramah, harga murah, barang berkualitas.",positive
02/08/2025,5,"Puas banget sama pelayan disini di bantu mba dwii, baik dn ramah",positive
01/08/2025,5,terima kasih sudah di antar ke rumah saya,positive
01/08/2025,5,pelayanan baik dan ramah,positive
01/08/2025,5,Pelayanan ramah Suka sekali&langanan beli HP di sini,positive
01/08/2025,5,"Sudah langganan sama mas achmad, pelayanan bagus dan ramah. Saran beli hp ke mas achmad",positive
01/08/2025,1,"buruk , tidak profesional staffnya",negative
01/08/2025,1,"pelayanan kurang memuaskan, update info aksesoris terlalu terbelit belit, tidak transparant saat sebelum pembelian, padahal saya belinya juga cash ga cicil, minimal kalau memang barang/aksesoris kosong, ngomong di awal, jangan setengah2 hanya ingin capai target, udah 3 bulan saya tunggu gaada kejelasan, disini saya beli huawei matepad se",negative
31/07/2025,5,Pelayanan ok,positive
31/07/2025,5,Pelayanan dan tempat sangat baik,negative
31/07/2025,5,pelayanannya baik,positive
31/07/2025,5,pelayanan sangat bagus dan baikk,positive
31/07/2025,5,Sangat bagus pelayanan dan service nya semoga di pertahankan kayak gini ya,negative
31/07/2025,5,over all Pelayanan yg sangat bagus dan ramah,positive
31/07/2025,5,Sudah langganan dan selalu puas untuk pelayanannya,positive
31/07/2025,5,"pelayanannya bagus,ramah,baik",positive
31/07/2025,5,Pelayanannya bagus..masnya ramah,positive
31/07/2025,5,pelayana ramah proses cepat,positive
31/07/2025,5,"Pelayanan bagus, mas nya ramah di kasih konsumsi juga",positive
30/07/2025,1,"lain kali kalo nyales jangan terlalu maksa ya mas, td waktu beli dia nyaranin nambah hydrogel dan katanya ga ada yg jual hydrogel dimanapun selain disitu dan itu ngotot bgt astaga (agak mau marah, soalnya di tempatku kerja jg ada hydrogel buat tab wkwk) mana harga nya mahal bener 150 rebu. setelah liat ulasan banyak yg complain perkara hydrogel, bersyukur sih gajadi pasang wkwkw",positive
30/07/2025,5,Pelayanannya ramah dan harganya murah,positive
30/07/2025,5,Mantab pelayanan nya,positive
30/07/2025,5,Good service and very helpfull,positive
30/07/2025,5,top cer lur pelayanan manteb,positive
30/07/2025,5,"Bagus, terkaya, karyawan nya ramah",positive
30/07/2025,5,Mantab sekali pelayanan nya,positive
30/07/2025,5,pelayanann nyaa toppp bangettt dapet kopi sama free air putihh sepuasnya kata mbak nya,positive
29/07/2025,5,Memuaskan,positive
29/07/2025,5,Best service Good quality pròduct,positive
29/07/2025,5,beli kartu pelayanan oke di bantu sampai bisa,positive
29/07/2025,5,Recomend !!!,positive
29/07/2025,5,Pelayanannya ok,positive
29/07/2025,5,Tempatnya nyaman dan Pelayanan pasti ramah,positive
28/07/2025,5,Tempatnya nyaman. Pelayanannya sangat baik. Orang ramah terima kasih kak Dhika,positive
28/07/2025,5,"Pelayanan memuaskan, sabar, dan rinci menjelaskan. Terima kasih Mas Yusril",positive
28/07/2025,5,Termksih mbak sangat baik,positive
28/07/2025,5,Pelayanan ramahh dapet Snack dan voucerrr yeyyy kakak' nya cantik',positive
27/07/2025,5,"Pelayanan ramah, gercep , mantap pols",positive
27/07/2025,5,Toko Nyaman Barang lengkap Dan pelayanannya memuaskan di layani sama Mbk Riris,positive
27/07/2025,5,Memberikan pelayanan solutif dan ramah,positive
27/07/2025,5,Pelayanannya ramah,positive
27/07/2025,5,"Pelayanan oke, satset",positive
27/07/2025,5,"Pelayanan sangat baik, tidak lambat, cepat",positive
27/07/2025,5,Pelayanan ramah dan membantu menjelaskan terkait produk.,positive
27/07/2025,5,Trimakasih mbak gayatri mas agung...siip,positive
27/07/2025,5,Pelayanan OK,positive
27/07/2025,5,Makasih mas Rossi buat pelayanannya,positive
27/07/2025,5,Ternyata pelayanan pakai shoope bisa dan mudah,positive
27/07/2025,5,pelayanan ramah,positive
27/07/2025,5,"Pelayanan sangat ramah, cepat dan baik",positive
27/07/2025,5,Terima kasih sudah dilayani dengan baik,positive
27/07/2025,5,"Ramah pelayanannya, edukatif, dan nyaman tempatnya",positive
27/07/2025,5,Tempat nyaman,positive
27/07/2025,5,beli vivo X200 dibantu mas tama vivo sangat memakai dijelaskan detail spec nya,positive
27/07/2025,5,"Pelayanan bagus banget, koleksi lengkap, banyak pilihan.",positive
27/07/2025,5,Pelayananya ok dan ramah,positive
27/07/2025,5,"Parkir luas, tempat nyaman,semua brand ada,pegawai nya ramah semua",positive
27/07/2025,5,"Belanja nyaman, tempat nyaman, parkiran gratis. Sudah langganan sama mas achmad",positive
27/07/2025,5,"Pelayanan baik, masnya ramah, komunikatif . Dijelaskan detail produknya",positive
26/07/2025,5,Dibantu sama mbak Ria yang ramah dan product knowledge yg bagus. Makasih mbak,positive
26/07/2025,5,Pelayanan sangat bagus,positive
26/07/2025,5,Langganan cui..,positive
26/07/2025,5,"staf e ramah, dikasih opsi banyak unit",negative
26/07/2025,5,Senang dengan pelayanannya ramah ramah dan bagus.,positive
26/07/2025,5,Pelayanannya cepat ramah dan baik,positive
26/07/2025,5,Bagus dan murah,positive
26/07/2025,5,Mantap banget pelayanan rama,positive
25/07/2025,5,TOPPPP,positive
25/07/2025,5,Pelayanannya oke... Tempat luas Enaknya lgi free parkir,positive
25/07/2025,5,pelayanan ramah dan cepat,positive
25/07/2025,5,Pelayanan bagus,positive
25/07/2025,5,"Keren banget, pelayanan sangat cepat, dan Mbaknya Ramah buanget. Dikasih garansi juga. TOP pokoknya✨️",positive
25/07/2025,5,Harga murah pelayanan super ramah,positive
25/07/2025,5,"Terima kasih mas rossi , pelayanannya sangat ramah dan bisa milihkan hp sesuai kebutuhan dan budget saya, semoga sehat selalu mas rossi",positive
25/07/2025,5,Pelayanan sangar ramah dan baik,positive
25/07/2025,5,puas dengan pelayanannya,positive
25/07/2025,5,Pelayanan baik dan cepat,positive
25/07/2025,5,"Sangat membantu, banyak pilihan, harga terjangkau",positive
25/07/2025,5,helpfull bgt dan sabar,positive
25/07/2025,5,karyawannya ramah sekali,positive
24/07/2025,5,"tempat nyaman , pelayanan ramah sales mbak avia top",positive
24/07/2025,5,Terbaik,positive
24/07/2025,5,"selalu memberikan pelayanan terbaik, apa lagi mas realme",positive
24/07/2025,5,"pelayanan baguss , pegawainya ramah bgtt , untuk tempatnya nyaman",positive
24/07/2025,4,"Pertama beli di tiga putra pelayanan ramah , mas nya baik d arahkan mana hp yg terbaik atau tidak tidak mengecewakan",positive
24/07/2025,5,"Excellent service, great items….so satisfied belanja disini, makasih mas Galang for the guidance",positive
23/07/2025,5,Tempatnya luas nyaman Free parkir Pelayan ramah,positive
23/07/2025,5,"Pelayanan ramah, sales nya cantik (avia)",positive
23/07/2025,5,Terima kasih bisa milihkan hp mas rossi,positive
23/07/2025,5,"Pelayanan bagus, dijelasin sampai detail dibantu sampe ngerti , trims Mas Galang dan Mbak Elisa, pokoknya memuaskan belanja di disini, dapet Snack n drink lagi, jempol 5 deh",positive
23/07/2025,5,Baik ramah pelayanan nyaman bangeeett,positive
23/07/2025,5,Ramah & besar tmptnya,positive
23/07/2025,5,Pelayanan Memuaskan Harga Kompetitif,positive
23/07/2025,5,"Pelayanannya baguss, ramah, sudah beberapa kali beli hp disini. Dan semuaa staff nya ramah.. Sukaa poll",positive
23/07/2025,5,Pelayannya memuaskan,positive
23/07/2025,4,"Baik, cepat dilayani",positive
22/07/2025,5,Servis memuaskan,positive
22/07/2025,5,Sangat lengkap harga mulai 1.2jt juga ada,positive
22/07/2025,5,Terimakasih,positive
22/07/2025,5,Sangat puas dengan pelayanan masnya,positive
22/07/2025,5,Pelayanannya ok Cepat ramah,positive
22/07/2025,5,"Tempat nyaman , Pelayanan ok dikasih snack dan minum",negative
22/07/2025,5,Rekomen untuk beli gadget dll...pelayanan ramah dan harga terbaik,positive
22/07/2025,5,Alhamdulillah pelayanan ramah,positive
22/07/2025,5,Terima kasih mas tama vivo atas pelayanan nya,positive
22/07/2025,5,Toko hp rekomend lengkap dan terpercaya pelayanan bwaikkk,positive
21/07/2025,5,Seneng stok hp lengkap dan pelayanan mbaknya baik dan ramah,negative
21/07/2025,4,"Pelayanan baik, dari awal hingga akhir Produk lengkap",positive
21/07/2025,5,Terimakasih semoga spd nya semoga awet..Terimakasih kak aini,positive
21/07/2025,5,Terima kasih tiga putra..harganya murah dari counter² lain..terbaik memang tiga putra,positive
21/07/2025,5,Stok nya lengkap kredit gampang gak ribet,negative
20/07/2025,5,"Pelayanannya enak, sebelum beli dijelasin juga enak juga, pembayaran cepet nggak ribet, dibantu sama Mas Rosi juga dari depan pintu smpe langsung diarahin ke barang yg saya mau, di test detail juga Mantap",positive
20/07/2025,5,mantapp gaiss,positive
20/07/2025,5,pelayanannya ramah...,positive
20/07/2025,5,Terima kasih mas tema vivo sudah beli vivo v50lte,positive
20/07/2025,5,"baik, pelayanan ramah. barang Ok.",positive
20/07/2025,5,Pelayanan ramah bgt.. Pokoknya keren,positive
20/07/2025,5,Harga murah pelayanan nyaman.....homy deh,positive
20/07/2025,5,"Tempatnya bagus,bersih dan pelayanannya bagus ,, yang lebih oke itu promonya banyak",positive
19/07/2025,5,Pelayanannya bagus dan ramah,positive
19/07/2025,5,Pelayanannya sangat baik,positive
19/07/2025,5,"pelayanannya bagus, pegawainya juga ramah²",positive
19/07/2025,5,mantap pelayanan,positive
19/07/2025,5,"pelayanan ramah dapet snack gratis dan pegawainya welcome""",positive
19/07/2025,5,Pelayanan ramah dan sangat membantu.. Udah dua kali beli di sini cocok dan puas.. Terimakasih..,positive
19/07/2025,5,Thanks ka Dika sdh bantu pilih hp dan cek semuanya...dpt tws. Smg next ada lebih byk bonus yaa,negative
19/07/2025,5,Pelayanan ramah dan memuaska,positive
19/07/2025,5,proatanan cepat memuaskan,positive
19/07/2025,5,Store Handphone yang terpercaya di malang,positive
19/07/2025,5,Pelayanan terbaik sukses selalu,positive
19/07/2025,5,Toko hp deket dari rmh . Not badlah lengkap .,positive
19/07/2025,5,"Sangat enak tempat dan suasana belanja , sales tidak mengarahkan ke 1 brand tapi objektif jadi menyerahkan keputusan kepada costumer, dan kebetulan saya dilayani dengan mas tama sangat ramah terimakasih.",positive
19/07/2025,5,Store nya nyaman dan utk mas salesnya ramah dan banyak membantu semua kesulitan kami..perfect,positive
19/07/2025,5,Pelayanan oke.,positive
19/07/2025,5,Pelayan sangat ramah dan membantu sekali.,positive
19/07/2025,5,Terimakasih atas pelayanan mas rosi selaku staf tiga putra kawi. Sudah dibantu dalam pengecekan pembelian hp baru untuk anak saya.,negative
18/07/2025,5,Okeee pelayanannya,positive
18/07/2025,5,"Helpful, promo menarik",positive
18/07/2025,5,Pelayanannya baik di bantu dengan kak RIA tiga putra,positive
18/07/2025,5,@dhika Pelayanannya ramahh,positive
18/07/2025,5,Stok lengkap harga murah,positive
18/07/2025,5,"terimakasih mbk citra, mbak nya baik",positive
18/07/2025,5,"Aksesoris lumayan lengkap, tempat luas dan free parkir",positive
18/07/2025,5,"Pembelian unit dengan mas rossi... Pelayanan yang diberikan sangat baik, penyampaian sangat komunikatif dan juga informatif.... Dengan begitu beliau bisa merekomendasikan unit yang sesuai kebutuhan dengan baik.",negative
18/07/2025,5,pelayanan ramah cepat dan sigapp,positive
18/07/2025,5,toko terlengkap di kota malang dan pelayanan ramah-ramah,negative
18/07/2025,5,Pelayanan ok....harga lumayan bs dapet disc dari Shopee... Tks,positive
18/07/2025,5,harga murah pelayanan masnya baik,positive
18/07/2025,5,Sabar hadapi customer,positive
18/07/2025,5,Pelayan yg baik...tempat luas Free parkir,positive
18/07/2025,5,Terimakasih mas tama Vivo sudah di bantu untuk Infinix nya,positive
18/07/2025,5,"Bagus, terpercaya, original, pelayanan dari karyawannya ramah",positive
18/07/2025,5,"Dengan mas @rossi ramah,gercep sabar ... terimakasih",positive
17/07/2025,5,"Pelayanan sip mantab , Dengan mas firman.",positive
17/07/2025,5,Pelayan karyawan sangat baik karna sdh di bantu Trima kasih banyak,positive
17/07/2025,5,"Stock lengkap, pelayanan bagus",positive
17/07/2025,5,Di bantu oleh mas Adit sudah langganan sejak 2019,positive
17/07/2025,5,Sip rekomendasi banget!!,positive
17/07/2025,5,"Pelayanan baguss , pegawainya ramahhh bgtt , untuk tempatnyaa nyamann",positive
17/07/2025,5,"pelayanan terbaik, semua ramah",negative
17/07/2025,5,pelayanan di tokoh ini sangat ramah,positive
17/07/2025,5,Lebih banyak promonya,positive
17/07/2025,5,Tempatnya nyaman pelayanannya baik,positive
17/07/2025,5,Pelayanannya ramah dan cepat. Harga kompetitif. Barang selalu diperiksa kondisinya. Tempatnya juga nyaman.,positive
17/07/2025,5,pelayanan mantap,positive
17/07/2025,5,Pelayanan ramah dan cepat ...,positive
17/07/2025,5,pelayanannya bagus ramah dan cepat,positive
17/07/2025,5,"Pelayanan bagus serta tempatnya nyaman , karyawan juga ramah",positive
17/07/2025,5,Pelayanan sangat bagus Harga karena bulan kemarin beli Dikasih discout,positive
17/07/2025,5,terimakasih mas tama vivo sudah dengan ramah melayani saya membeli hp ☺️,positive
17/07/2025,5,Pelayanan bagus ramah,positive
16/07/2025,5,"Cari hp apa aja ada & harganya terjangkau, terima kasih buat mas Adit yg selalu setia mengantarkan orderan saya",positive
16/07/2025,5,Terimakasih sangat membantu pelayanan bagus,positive
16/07/2025,5,Pelayan kak Avia sangat bagussss. Terima kasihhh ya kak sukses trus,positive
16/07/2025,5,Pelayanan ramah dan sangat membantu sekali,positive
16/07/2025,5,Pelayanan baik udah sering ke sini di layanin sama mas ali,positive
16/07/2025,5,"Tempatnya nyaman dan lengkap dr hp sampe asesorisnya, dilayani mas hengki yg ramah dan sat set.",positive
16/07/2025,5,"Beli hp di toko tiga putra ini pelayanannya baik, trs harga juga sesuai dan ada potongannya dan masih dapat gift juga. Menurutku ini sangat untung sih saya sebagai customer",positive
16/07/2025,5,"Terima kasih atas pelayanan hari ini, niat hati cuman ke grapari karena ngajak si kecil skalian cari hp dan di layani sama mas rossi , alhamdulillah pelayanan cukup ramah dan sangat membantu memilihkan hp",negative
16/07/2025,5,Pelayanan cepat mas nya grecep,positive
16/07/2025,5,"Selalu langganan beli disini , Dibantu semua setting dan pindah data .. best",negative
16/07/2025,5,"Original resmi, garansi terpercaya ga ribet, top!",positive
16/07/2025,5,"Satisfied with the service they offer, the staff members are helpful in explaining the products and even helped us find the right product that suits our needs. Mas Adit gave us an outstanding service and we are happy with our experience here. Thank you!",positive
16/07/2025,5,Pelayanan josss dan dapet snack gratisss pegawainya ramah-ramah,positive
16/07/2025,5,Alhamdulillah beli hp dilayani mas Sulthan dgn ramah ..semoga sll sukses .Aamiin,positive
16/07/2025,5,Harga kompetitif dan pelayanan Mas-nya baik. Terima kasih,positive
16/07/2025,5,Petugasnya ramah dan penjelasannya sangat baik dan mudah dimengerti,negative
16/07/2025,5,Layanan super cepat dan kak dhika juga ramah,positive
